loss,mape,val_loss,val_mape
0.029442859813570976,10993.365234375,0.008232953026890755,47.663719177246094
0.009580275043845177,10407.818359375,0.004987266846001148,31.629030227661133
0.00682015810161829,11163.0986328125,0.0023562132846564054,14.822327613830566
0.0053672487847507,12871.3193359375,0.005107733886688948,35.87726593017578
0.004311876837164164,13010.876953125,0.004247957840561867,32.07276153564453
0.0036873281933367252,13031.0478515625,0.0029125234577804804,28.370195388793945
0.003352442057803273,11282.388671875,0.003999360371381044,25.42853355407715
0.0030997025314718485,12878.56640625,0.002425656421110034,16.040021896362305
0.002935257740318775,12740.857421875,0.002058826619759202,13.532033920288086
0.0028537644539028406,13431.1845703125,0.0026289562229067087,24.4344425201416
