loss,mape,val_loss,val_mape
0.006812237203121185,13591.9853515625,0.002970748580992222,16.518278121948242
0.0027329069562256336,12484.546875,0.0028075824957340956,26.687780380249023
0.00243434333242476,12401.783203125,0.002300984226167202,17.84708595275879
0.0023014505859464407,12843.2890625,0.002049436094239354,16.5877628326416
0.0022199831437319517,13572.998046875,0.002039999468252063,19.663637161254883
0.0021425504237413406,12984.5478515625,0.0018265551188960671,13.936485290527344
0.0021121944300830364,13242.5830078125,0.001824122155085206,12.876808166503906
0.002074009971693158,12941.1875,0.0019212691113352776,14.61216926574707
0.002047234680503607,12491.6220703125,0.002057841746136546,18.51276397705078
0.002028870629146695,13002.068359375,0.001994218211621046,13.435892105102539
