loss,mape,val_loss,val_mape
0.012253477238118649,17328.234375,0.0065644653514027596,18.94953155517578
0.00651243980973959,24652.5546875,0.005297788418829441,28.80706214904785
0.004707775544375181,20993.51953125,0.004066077060997486,28.37738037109375
0.003906978294253349,24050.96484375,0.00459615932777524,38.341190338134766
0.003419894492253661,23395.630859375,0.003094018204137683,22.53692626953125
0.003085511736571789,21505.083984375,0.002806622302159667,21.18610191345215
0.0028367997147142887,20243.2890625,0.00208115391433239,13.220189094543457
0.0026483468245714903,21802.904296875,0.0025889643002301455,19.430742263793945
0.002560894936323166,19256.5859375,0.002617672784253955,16.443527221679688
0.002425216371193528,20326.306640625,0.0021008553449064493,20.119186401367188
